"lma","p_taper","rs2","srl","latosa","rfrac_stem","roota_par","rootb_par","rootshoot","p50_gs","kmax_node_stem","avuln_node_stem","avuln_node_troot","avuln_node_aroot","p50_node_stem","p50_node_troot","p50_node_aroot","thetas_node_leaf","thetas_node_stem","thetas_node_troot","thetas_node_aroot","epsil_node_leaf","epsil_node_stem","epsil_node_troot","epsil_node_aroot","pitlp_node_leaf","pitlp_node_stem","pitlp_node_troot","pitlp_node_aroot","resid_node_leaf","resid_node_stem","resid_node_troot","resid_node_aroot","fcap_node_stem","fcap_node_troot","hf_flc_threshold","rsurf1","rsurf2","bbopt_c3","stemcond_frac","par.sam","qrunoff_daily","qrunoff_yearly","qet_daily","qet_monthly","qet_yearly","gpp_daily","gpp_yearly","sat10_daily","sat40_daily","sat100_daily","swcplot10_daily","swcplot40_daily","swcplot100_daily","swc10_daily","swc40_daily","swc100_daily","swc.vert_daily"
69.131787072841,0.41222,0.089395233301146,57.9641011834226,0.986384980854081,0.4078,6.817,1.003,2.1885,1.6336484384366,2.29717414544951,5.07282076883159,2.55567991482348,1.80421042498002,0.506375649876227,1.56454400033802,5.69662514466976,0.460769905941561,0.595685143372975,0.60559027956333,0.738808292662725,9.11463562871332,16.997347665297,9.9677451385076,16.6991801835315,2.03981324654594,2.05098156931721,1.82488742296509,1.32517104853942,0.295995218213648,0.183874600566924,0.438237144146115,0.297206186223775,0.19775,0.15005,0.6685,4.32880831523713,0.00116549084419381,3.95767060736864,0.19715,1,0.297,0.763,0.004,0.367,0.989,0,0.645,0.86,0.835,0.862,0.848,0.914,0.855,0.86,0.835,0.854,0.797
39.1380876312576,0.20558,0.268303085733364,63.3407397260395,0.243066909389857,0.1906,6.663,1.193,3.7505,1.65852243850093,11.6339750814419,1.84875739960361,6.66060702883385,1.32143157236845,0.991989145510281,3.28541343346637,5.30049655766226,0.515475000545848,0.731752288178541,0.626850230502896,0.538583387096878,17.6559807347057,21.1712914448743,18.0127835157333,7.27118933849285,1.38492643475711,1.73160371965381,1.15908021991509,1.02387005967502,0.763609983026981,0.333780345856212,0.654328553471714,0.227658767951652,0.09425,0.05765,0.5785,10.8629314674069,0.000595558463524745,3.27433897397175,0.08045,2,0.291,0.718,0.001,0.38,0.982,0.007,0.548,0.854,0.844,0.848,0.869,0.917,0.823,0.854,0.844,0.84,0.792
57.8569832939543,0.45506,0.0889622323938549,44.6606068966751,0.766134852781449,0.2314,6.235,1.627,1.3525,1.77628922614919,4.01783381565018,1.16517247558811,8.44104361660439,5.21976611372383,5.81418106038763,0.744254216597283,2.33185331856301,0.759675674256869,0.517199182882905,0.494269326096401,0.700437031569891,14.0367969568901,10.6706260839338,21.0027517331548,6.25941647182042,1.7865522070414,1.57229820785683,1.34679286531823,1.31975235950367,0.342619288247079,0.145426482427865,0.463094824692234,0.373402558558155,0.11975,0.05645,0.7455,0.220689503015391,0.00374551810620059,10.1252066317181,0.12485,5,0.296,0.719,0.001,0.376,0.991,0,0.63,0.864,0.845,0.865,0.856,0.919,0.841,0.864,0.845,0.857,0.801
79.0726053151671,0.4307,0.39377949761606,58.1983985299909,0.310049714668462,0.2158,6.739,1.449,2.8925,1.46847702701462,5.17402179859584,4.31181034526854,5.60243939036141,4.40570140714706,2.62846209122348,0.853429963471175,1.18575955950313,0.469676794600673,0.727266277652234,0.601549915620126,0.679640000336804,27.1957237575712,16.3158025374011,4.51570360561589,6.72431726680932,1.30299335761776,1.93370212970721,1.37914092800745,3.85967312488589,0.46144700050354,0.338345779746305,0.587368414737284,0.363160892738961,0.08795,0.17075,0.5555,0.506344497650353,0.00058866223038221,3.40371217747045,0.15905,6,0.297,0.722,0.003,0.371,0.99,0,0.636,0.854,0.834,0.861,0.855,0.907,0.853,0.854,0.834,0.853,0.796
43.6688446468823,0.15266,0.16050520454841,32.0601191232836,0.546925504608705,0.2782,6.063,1.819,3.2115,1.40059770129181,1.44943363967264,1.74143775255326,1.2660326205961,3.51869313721522,0.0618324272280647,1.97501081594511,1.44370269433431,0.649685706011951,0.795639320509508,0.65898315544473,0.518173682037741,17.6559807347057,8.16119477737979,8.84841910684653,10.7670570614032,1.61908835399333,1.86209307402644,2.59510274183729,1.43045136330533,0.472171299392357,0.358536127081607,0.26442634977866,0.282374692731537,0.15515,0.11675,0.5595,0.897208039163369,0.00052063152668224,5.72930050702651,0.14015,9,0.296,0.749,0.001,0.377,0.99,0,0.628,0.864,0.844,0.865,0.855,0.92,0.842,0.864,0.844,0.857,0.801
86.1817489654118,0.09134,0.0765018769340166,88.1961522500325,1.59868165786305,0.625,6.899,1.065,1.7155,2.26590190106501,0.535389570402777,1.23490045623301,0.563353806085983,6.027080475006,0.721623504596597,1.59169530066775,1.70169347911309,0.597312792437151,0.708687594451476,0.656247781065758,0.625202210445423,12.4305437660518,14.2358983248448,4.9042184147356,4.63120963310795,2.66501112412442,1.02757846551671,0.927730089644556,1.91721219534013,0.283647006493993,0.275812913605478,0.328306793817319,0.151538020349108,0.06455,0.13595,0.8625,6.58684034522516,0.00182230230940329,3.17781430297468,0.18635,10,0.287,0.767,0.002,0.359,0.988,0.022,0.471,0.84,0.839,0.831,0.88,0.913,0.824,0.84,0.839,0.824,0.773
71.8405059897277,0.14342,0.283168401233749,105.805372367896,0.196810028655214,0.6418,6.135,1.157,4.2895,2.32458457661512,1.32750739938521,1.33365419828037,5.00366592860549,6.42494081630376,1.5307720765443,6.00979258030874,0.874629456678934,0.463388358592056,0.703567955701146,0.680212875071447,0.648080501356162,11.3077201201477,13.5560232547152,5.9729032163342,15.1629868801424,1.03752799106676,1.66159733447252,1.25675912586912,1.31161150600569,0.692804022692144,0.216009920462966,0.530535301892087,0.243937525898218,0.19175,0.19115,0.4255,1.94220859919862,0.000844610628813735,15.682320904613,0.15425,13,0.287,0.745,0.001,0.359,0.985,0.017,0.445,0.84,0.838,0.831,0.88,0.912,0.825,0.84,0.838,0.823,0.774
41.416572192667,0.49034,0.0307518862394952,210.829590482052,0.315440644025061,0.409,6.035,1.267,5.3235,0.496766092141495,4.28816912616224,1.99946854645857,1.0796424159294,1.94621110391583,1.23199022504967,2.13603114437205,3.85081070093413,0.660496406955644,0.738808292662725,0.708039662858937,0.730239173281007,10.1068094345647,10.83145726659,15.037730091946,12.6971863032353,1.63748710021818,2.35973930518255,1.07682820207649,2.57122679063554,0.221786466892809,0.474466272629797,0.214928758097813,0.164411359932274,0.15305,0.08795,0.6955,2.81226473665354,0.000705728284262953,4.49676053055723,0.13355,14,0.287,0.731,0.001,0.366,0.983,0.014,0.47,0.842,0.84,0.835,0.88,0.912,0.825,0.842,0.84,0.827,0.778
53.113003265518,0.47858,0.106730126690577,189.235015790094,0.901605087150097,0.1246,6.317,1.283,4.1795,1.91136366057123,0.704885848629975,0.897627218186022,1.27222526354289,4.75129592886051,2.44439146920013,5.13507194811541,3.24630306151367,0.735149335698225,0.709337934618816,0.589693603629712,0.706750848155934,19.7493606448625,8.84841910684653,18.7224638661476,9.71296189034233,2.1177728896338,1.4061074456506,1.41961952920517,1.33328806423008,0.544046483235434,0.4791285720421,0.507461928296834,0.611671190243214,0.07685,0.13955,0.4445,2.05736070997624,0.000460189618732966,8.9845574833418,0.08345,17,0.293,0.719,0,0.382,0.989,0.002,0.601,0.859,0.847,0.857,0.863,0.918,0.832,0.859,0.847,0.849,0.796
71.5203464143448,0.1661,0.0726310451615185,54.7726736926562,0.715938607591453,0.373,6.643,1.779,5.0815,1.1284798250792,7.24043033561922,2.80167790566763,4.81108142838402,1.55149713078208,1.19236955540877,2.00504352667018,2.77697478455035,0.784666405757889,0.660628743295092,0.661178084497806,0.295932963490486,12.1700934936235,18.0127835157333,9.33017248393478,13.2282824992474,2.71571986835081,1.36836259178569,2.3134104086482,1.93370212970721,0.477684896904975,0.354847857786808,0.585490712895989,0.210562894586474,0.09995,0.15575,0.5795,5.40011681057275,0.0138859153877434,14.7401883599468,0.12635,18,0.297,0.719,0.001,0.377,0.989,0,0.629,0.863,0.838,0.864,0.851,0.919,0.846,0.863,0.838,0.855,0.802
